1;LEITUNGSSTRANG
2;V1;12E_970_000_K;L0L;3727 (g);~;CU: 1496 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;133;M.31..MB_K-M3_A1_XA.13.1_1_1;XA.13.1;MB_3_1;1;1-19A;6Q0_971_859_C;-;119;SP_31JA_S;1;1-21C;-;-;N_037_048_8;-;-;591;BR;2,5;M.31..MB_K-M3_A1;x;133
3;142;D.CAN_A_H.._E123_1_6;E123;SP_CANHA1;1;1-38F;-;-;XB.J519.3;BCM_B;19;1-32G;N_907_647_01;-;N_901_916_03;SL1;1-or/sw;457;OR/SW;0,35;D.CAN_A_H..;x;142
3;143;D.CAN_A_L.._E124_1_6;E124;SP_CANLA2;1;1-38F;-;-;XB.J519.3;BCM_B;18;1-32G;N_907_647_01;-;N_901_916_03;SL1;2-or/br;412;OR/BR;0,35;D.CAN_A_L..;x;143
3;144M;D.CAN_DIAG_H.._B713_1_4;B713;SP_CANHD;1;1-35D;-;-;XB.J519.3;BCM_B;23;1-32G;N_907_647_01;-;N_901_916_18;SL2;1-or/rt;695;OR/RT;0,35;D.CAN_DIAG_H..;x;144M
3;144N;D.CAN_DIAG_H.._TDIAG.1A1_6_1;TDIAG.1A1;DIAG;6;1-30J;N_907_479_01;-;B713;SP_CANHD;1;1-35D;-;-;N_901_916_18;SL3;1-or/rt;813;OR/RT;0,35;D.CAN_DIAG_H..;x;144N
3;145M;D.CAN_DIAG_L.._B714_1_4;B714;SP_CANLD;1;1-35D;-;-;XB.J519.3;BCM_B;22;1-32G;N_907_647_01;-;N_901_916_18;SL2;2-or/br;674;OR/BR;0,35;D.CAN_DIAG_L..;x;145M
3;145N;D.CAN_DIAG_L.._TDIAG.1A1_14_1;TDIAG.1A1;DIAG;14;1-30J;N_907_479_01;-;B714;SP_CANLD;1;1-35D;-;-;N_901_916_18;SL3;2-or/br;791;OR/BR;0,35;D.CAN_DIAG_L..;x;145N
3;148;M.31..MB_K-M7_D1_XA.J400.1_4_1;XA.J400.1;FWM;4;1-23H;N_105_115_03;357_972_741_B;A102;SP_31D7_1;1;1-31F;-;-;N_901_963_07;SL4;1-br;682;BR;2,5;M.31..MB_K-M7_D1;x;148
3;149;V.53.._XA.J519.3_69_1;XA.J519.3;BCM_A;69;1-29F;N_105_115_01;-;XA.J400.1;FWM;2;1-23H;N_105_115_03;357_972_741_B;N_901_963_07;SL4;2-ws;793;WS;2,5;V.53..;x;149
3;150;D.CANHKOMBI.._XA.K.1_28_1;XA.K.1;KI;28;1-36H;N_907_647_01;-;A225;SP_CANHKOM;1;1-36H;-;-;N_901_916_19;SL5;1-or/bl;80;OR/BL;0,35;D.CANHKOMBI..;x;150
3;151;D.CANLKOMBI.._XA.K.1_29_1;XA.K.1;KI;29;1-36H;N_907_647_01;-;A226;SP_CANLKOM;1;1-36G;-;-;N_901_916_19;SL5;2-or/br;129;OR/BR;0,35;D.CANLKOMBI..;x;151
3;152;D.CANHKOMBI.._A225_1_1;A225;SP_CANHKOM;1;1-36H;-;-;XB.J519.3;BCM_B;54;1-32G;N_907_647_01;-;N_901_916_19;SL6;1-or/bl;701;OR/BL;0,35;D.CANHKOMBI..;x;152
3;153;D.CANLKOMBI.._A226_1_1;A226;SP_CANLKOM;1;1-36G;-;-;XB.J519.3;BCM_B;57;1-32G;N_907_647_01;-;N_901_916_19;SL6;2-or/br;650;OR/BR;0,35;D.CANLKOMBI..;x;153
3;154;X.WFS_TR_RX..SYS090_XA.D2.1_1_1;XA.D2.1;TRANS;1;1-44F;N_907_647_03;-;XA.K.1;KI;7;1-36H;N_907_647_01;-;N_901_916_43;SL7;1-gn;1134;GN;0,35;X.WFS_TR_RX..SYS090;x;154
3;155;X.WFS_TR_TX..SYS090_XA.D2.1_2_1;XA.D2.1;TRANS;2;1-44F;N_907_647_03;-;XA.K.1;KI;8;1-36H;N_907_647_01;-;N_901_916_43;SL7;2-sw;1134;SW;0,35;X.WFS_TR_TX..SYS090;x;155
3;169;M.31..MB_K-M12_B1_XB.729.1_1_1;XB.729.1;MB_12_2;1;1-53H;N_017_516_5;-;THKL.1B1;KS_HKL2_1;1;1-56D;N_103_192_01;-;N_037_048_8;-;-;1196;BR;2,5;M.31..MB_K-M12_B1;x;169
3;170;S.HK.._XA.J519.3_23_1;XA.J519.3;BCM_A;23;1-29F;N_907_649_01;-;THKL.1B1;KS_HKL2_1;3;1-56D;N_103_361_01;-;N_037_004_7;-;-;4106;VI/GR;0,5;S.HK..;x;170
3;171;S.HKM..SYS055_XA.J519.3_10_1;XA.J519.3;BCM_A;10;1-29F;N_105_112_01;-;THKL.1B1;KS_HKL2_1;5;1-56D;N_103_361_01;-;N_037_023_5;-;-;4106;RT/BL;1;S.HKM..SYS055;x;171
3;172;S.53c..LSS_B184_1_3;B184;SP_LSSW;1;1-35G;-;-;THKL.1G1;KS_HKL1_1;2;1-56D;N_103_361_01;-;N_037_016_3;-;-;3855;GN/RT;0,75;S.53c..LSS;x;172
3;173;S.WW.._B183_1_1;B183;SP_WW;1;1-37F;-;-;THKL.1G1;KS_HKL1_1;3;1-56D;N_103_361_01;-;N_037_016_0;-;-;4166;GN/WS;0,75;S.WW..;x;173
3;174;V.74..SC_F14_XA.SC.1_14A_1;XA.SC.1;SITR;14A;1-30H;N_906_844_01;-;THKL.1G1;KS_HKL1_1;4;1-56D;N_103_361_01;-;N_037_029_0;-;-;4240;SW/WS;1;V.74..SC_F14;x;174
3;175;S.HkAH.._XA.J519.3_30_1;XA.J519.3;BCM_A;30;1-29F;N_907_649_01;-;THKL.1G1;KS_HKL1_1;5;1-56D;N_103_361_01;-;N_037_008_5;-;-;4121;BR/BL;0,5;S.HkAH..;x;175
3;176;X.HSH_30a.._XB.J519.3_63_1;XB.J519.3;BCM_B;63;1-32G;N_105_118_01;-;THKL.1G1;KS_HKL1_1;1;1-56D;N_103_192_01;-;N_037_049_3;-;-;4179;SW/RT;2,5;X.HSH_30a..;x;176
3;178;O.WWL_H.._THKL.1E1_1_1;THKL.1E1;WLH_HW_1;1;1-55E;-;-;XX.V59.1._1;MLH_DWP_1;1;1-9G;-;-;ZSB_KT_WL_H;-;-;5376;SW;6;O.WWL_H..;x;178
1;LTGS.ABS
2;V1;12E_970_005_M;L0L+7W0;869 (g);;CU: 319 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;5001;M.31..MB_K-M5_B1_XB.672.1_1_1;XB.672.1;MB_5_2;1;1-14E;6Q0_971_859;-;XA.J981.1;ESP_CU;13;1-15D;N_105_119_02;357_972_742_E;N_037_058_8;-;-;355;BR;4;M.31..MB_K-M5_B1;x;5001
3;5002;V.15A..SC_F20_XA.J981.1_28_1;XA.J981.1;ESP_CU;28;1-15D;N_105_112_03;357_972_740_E;L49;SP_15A_ESP;1;1-40F;-;-;N_037_005_7;-;-;1612;BL/GR;0,5;V.15A..SC_F20;x;5002
3;5003;M.31..MB_K-M5_A1_XA.672.1_1_1;XA.672.1;MB_5_1;1;1-14E;6Q0_971_859_C;-;XA.J981.1;ESP_CU;38;1-15D;N_105_115_03;357_972_741_B;N_037_048_8;-;-;335;BR;2,5;M.31..MB_K-M5_A1;x;5003
3;5004;V.30A..SA_F1_XF.SA.4_1_1;XF.SA.4;HSB_F1;1;1-20G;N_911_816_01;-;B539;SP_LOOP;1;1-22C;-;-;N_057_943_6;-;-;1337;RT/GN;2,5;V.30A..SA_F1;x;5004
3;5005;V.30A..SA_J4_XJ.SA.4_4_1;XJ.SA.4;HSB;4;1-19G;N_907_326_02;357_972_742;XA.J981.1;ESP_CU;27;1-15D;N_105_112_03;357_972_740_F;N_037_023_6;-;-;907;RT/GN;1;V.30A..SA_J4;x;5005
3;5006;V.30A..SA_J1_XJ.SA.4_1_1;XJ.SA.4;HSB;1;1-19G;N_907_327_02;357_972_742_B;XA.J981.1;ESP_CU;25;1-15D;N_105_115_03;357_972_741_B;N_037_043_6;-;-;907;RT/GN;2,5;V.30A..SA_J1;x;5006
3;5009;V.15..ZAS_E1_A192_1_1;A192;SP_15_07;1;1-39F;-;-;XA.SC.1;SITR;20B;1-30H;N_906_845_01;-;N_037_039_9;-;-;664;SW;1,5;V.15..ZAS_E1;x;5009
3;5010;V.15A..SC_F20_XA.SC.1_20A_1;XA.SC.1;SITR;20A;1-30H;N_906_843_01;-;L49;SP_15A_ESP;1;1-40F;-;-;N_037_095_7;-;-;641;BL/GR;0,35;V.15A..SC_F20;x;5010
3;5011;V.30A..SA_F1_B539_1_1;B539;SP_LOOP;1;1-22C;-;-;XA.J981.1;ESP_CU;1;1-15D;N_105_118_02;357_972_742_B;N_057_943_6;-;-;1734;RT/GN;2,5;V.30A..SA_F1;x;5011
3;5012;D.CAN_A_H.._XA.J981.1_9_1;XA.J981.1;ESP_CU;9;1-15D;N_105_111_03;357_972_740_E;E123;SP_CANHA1;1;1-38F;-;-;N_901_916_03;SL5001;1-or/sw;1490;OR/SW;0,35;D.CAN_A_H..;x;5012
3;5013;D.CAN_A_L.._XA.J981.1_8_1;XA.J981.1;ESP_CU;8;1-15D;N_105_111_03;357_972_740_E;E124;SP_CANLA2;1;1-38F;-;-;N_901_916_03;SL5001;2-or/br;1445;OR/BR;0,35;D.CAN_A_L..;x;5013
3;5014;S.RDZhl..-_B513_1_2;B513;SP_ABS_HL2;1;1-51J;-;-;XA.G46.1;DZS_HL;2;1-52G;-;-;ZSB_KT_HL1;SL5002;1-gn;908;GN;0,5;S.RDZhl..-;x;5014
3;5015;S.RDZhl..+_B512_1_2;B512;SP_ABS_HL1;1;1-51J;-;-;XA.G46.1;DZS_HL;1;1-52G;-;-;ZSB_KT_HL1;SL5002;2-sw;959;SW;0,5;S.RDZhl..+;x;5015
3;5016;S.RDZhr..-_B511_1_1;B511;SP_ABS_HR2;1;1-54A;-;-;XA.G44.1;DZS_HR;2;1-55E;-;-;ZSB_KT_HR1;SL5003;1-gn;906;GN;0,5;S.RDZhr..-;x;5016
3;5017;S.RDZhr..+_B510_1_1;B510;SP_ABS_HR1;1;1-53A;-;-;XA.G44.1;DZS_HR;1;1-55E;-;-;ZSB_KT_HR1;SL5003;2-sw;955;SW;0,5;S.RDZhr..+;x;5017
3;5018;S.RDZvl..+_XA.G47.1_2_1;XA.G47.1;DZS_VL;2;1-11E;-;-;XA.J981.1;ESP_CU;35;1-15D;-;-;ZSB_KT_VL1;SL5004;1-br;938;BR;0,5;S.RDZvl..+;x;5018
3;5019;S.RDZvl..-_XA.G47.1_1_1;XA.G47.1;DZS_VL;1;1-11E;-;-;XA.J981.1;ESP_CU;36;1-15D;-;-;ZSB_KT_VL1;SL5004;2-sw;938;SW;0,5;S.RDZvl..-;x;5019
3;5020;S.RDZhr..-_B511_1_2;B511;SP_ABS_HR2;1;1-54A;-;-;XA.J981.1;ESP_CU;4;1-15D;N_105_112_03;357_972_740_E;N_018_886_72;SL5005;1-gn;4912;GN;0,5;S.RDZhr..-;x;5020
3;5021;S.RDZhr..+_B510_1_2;B510;SP_ABS_HR1;1;1-53A;-;-;XA.J981.1;ESP_CU;3;1-15D;N_105_112_03;357_972_740_E;N_018_886_72;SL5005;2-sw;4863;SW;0,5;S.RDZhr..+;x;5021
3;5022;S.RDZhl..+_B512_1_1;B512;SP_ABS_HL1;1;1-51J;-;-;XA.J981.1;ESP_CU;29;1-15D;N_105_112_03;357_972_740_E;N_018_886_80;SL5006;2-sw;4040;SW;0,5;S.RDZhl..+;x;5022
3;5023;S.RDZhl..-_B513_1_1;B513;SP_ABS_HL2;1;1-51J;-;-;XA.J981.1;ESP_CU;30;1-15D;N_105_112_03;357_972_740_E;N_018_886_80;SL5006;1-br;4091;BR;0,5;S.RDZhl..-;x;5023
3;5026;S.RDZvr..+_XA.G45.1_2_1;XA.G45.1;DZS_VR1;2;1-26B;-;-;XA.J981.1;ESP_CU;10;1-15D;-;-;ZSB_KT_VR2;SL5008;1-gn;2847;GN;0,5;S.RDZvr..+;x;5026
3;5027;S.RDZvr..-_XA.G45.1_1_1;XA.G45.1;DZS_VR1;1;1-26B;-;-;XA.J981.1;ESP_CU;11;1-15D;-;-;ZSB_KT_VR2;SL5008;2-sw;2847;SW;0,5;S.RDZvr..-;x;5027
1;LTGS.AUSSENSPIEGEL
2;V1;12E_970_010_D;L0L+6XD;71 (g);;CU: 49 (g);Al: 0 (g)
2;V2;12E_970_010_F;L0L+6XB;13 (g);;CU: 9 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.
3;10001;X.NONE.SYS_095..6_TTVR.1A1_4_1;TTVR.1A1;KS_TVR;4;1-35A;N_103_360_01;-;TTVL.1A1;KS_TVL;4;1-35J;N_103_360_01;-;N_037_099_3;-;-;1871;SW/RT;0,35;X.NONE.SYS_095..6;x;-;10001
3;10002;X.NONE.SYS_095..7_TTVR.1A1_6_1;TTVR.1A1;KS_TVR;6;1-35A;N_103_360_01;-;TTVL.1A1;KS_TVL;6;1-35J;N_103_360_01;-;N_037_099_1;-;-;1871;SW/GE;0,35;X.NONE.SYS_095..7;x;-;10002
3;10003;X.NONE.SYS_095..8_TTVR.1A1_7_1;TTVR.1A1;KS_TVR;7;1-35A;N_103_360_01;-;TTVL.1A1;KS_TVL;7;1-35J;N_103_360_01;-;N_037_090_5;-;-;1871;WS/BL;0,35;X.NONE.SYS_095..8;x;-;10003
3;10004;V.SpHzg.._TTVR.1A1_9_1;TTVR.1A1;KS_TVR;9;1-35A;N_103_360_01;-;A63;SP_SPHZG;1;1-36J;-;-;N_037_099_5;-;-;1876;SW/BL;0,35;V.SpHzg..;x;-;10004
3;10005;V.SpHzg.._TTVL.1A1_9_1;TTVL.1A1;KS_TVL;9;1-35J;N_103_360_01;-;A63;SP_SPHZG;1;1-36J;-;-;N_037_099_5;-;-;425;SW/BL;0,35;V.SpHzg..;x;-;10005
3;10006;V.SpHzg.._XA.J519.3_38_1;XA.J519.3;BCM_A;38;1-29F;N_105_113_01;-;A63;SP_SPHZG;1;1-36J;-;-;N_037_099_5;-;-;647;SW/BL;0,35;V.SpHzg..;x;-;10006
3;10007;V.30A..SA_D1_P3_1_1;P3;SP_30_04;1;1-31H;-;-;XA.SC.1;SITR;30B;1-30H;N_906_845_01;-;N_037_033_9;-;-;134;RT/SW;1,5;V.30A..SA_D1;x;-;10007
3;10008;V.30A..SC_F30_XA.SC.1_30A_1;XA.SC.1;SITR;30A;1-30H;N_906_843_01;-;XA.J519.3;BCM_A;64;1-29F;N_105_113_01;-;N_037_099_3;-;-;435;SW/RT;0,35;V.30A..SC_F30;x;-;10008
3;10009;S.49VL.._A6_1_1;A6;SP_BLLI;1;1-33G;-;-;TTVL.1A1;KS_TVL;3;1-35J;N_103_361_01;-;N_037_009_0;-;-;636;SW/WS;0,5;S.49VL..;x;x;10009
3;10010;S.49VR.._TTVR.1A1_3_1;TTVR.1A1;KS_TVR;3;1-35A;N_103_361_01;-;A5;SP_BLR;1;1-35E;-;-;N_037_009_6;-;-;1168;SW/GN;0,5;S.49VR..;x;x;10010
3;10011;V.15A..SC_F06_TTVL.1A1_5_1;TTVL.1A1;KS_TVL;5;1-35J;N_103_360_01;-;N1;SP_LWR2;1;1-37F;-;-;N_037_091_1;-;-;731;GE;0,35;V.15A..SC_F06;x;-;10011
3;10012;X.SLSH.._TTVL.1A1_8_1;TTVL.1A1;KS_TVL;8;1-35J;N_103_360_01;-;XB.J519.3;BCM_B;58;1-32G;N_907_647_01;-;N_037_099_6;-;-;699;SW/GN;0,35;X.SLSH..;x;-;10012
1;LTGS.GRA
2;V1;12E_970_011_B;L0L+8T2;25 (g);;CU: 22 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;11001;S.GRAEA.._B683_1_1;B683;SP_GRA;1;1-38F;-;-;XB.J519.3;BCM_B;45;1-32G;N_907_647_01;-;N_037_090_0;-;-;487;WS;0,35;S.GRAEA..;x;11001
3;11002;S.GRAAS.._XA.E595.2_3_1;XA.E595.2;LSS_A;3;1-42F;N_907_647_01;-;XB.J519.3;BCM_B;47;1-32G;N_907_647_01;-;N_037_095_9;-;-;878;BL/SW;0,35;S.GRAAS..;x;11002
3;11003;S.GRAEA.._XA.E595.2_2_1;XA.E595.2;LSS_A;2;1-42F;N_907_647_01;-;B683;SP_GRA;1;1-38F;-;-;N_037_090_0;-;-;412;WS;0,35;S.GRAEA..;x;11003
3;11004;S.GRAEA.._XA.E595.2_4_1;XA.E595.2;LSS_A;4;1-42F;N_907_647_01;-;B683;SP_GRA;1;1-38F;-;-;N_037_090_0;-;-;412;WS;0,35;S.GRAEA..;x;11004
3;11005;V.15A..SC_F05_XA.E595.2_1_1;XA.E595.2;LSS_A;1;1-42F;N_907_647_01;-;Z40;SP_15A_GRA;1;1-40F;-;-;N_037_099_5;-;-;222;SW/BL;0,35;V.15A..SC_F05;x;11005
3;11006;S.GRAR.._XA.E595.2_5_1;XA.E595.2;LSS_A;5;1-42F;N_907_647_01;-;XB.J519.3;BCM_B;46;1-32G;N_907_647_01;-;N_037_095_4;-;-;878;BL/VI;0,35;S.GRAR..;x;11006
3;11007;S.GRAS.._XA.E595.2_6_1;XA.E595.2;LSS_A;6;1-42F;N_907_647_01;-;XB.J519.3;BCM_B;44;1-32G;N_907_647_01;-;N_037_095_1;-;-;878;BL/GE;0,35;S.GRAS..;x;11007
3;11008;S.GRAEA.._XB.J623.3_56_1;XB.J623.3;SGMB_E;56;1-8G;N_105_469_01;BLOC_SEAL_063_FLR;B683;SP_GRA;1;1-38F;-;-;N_037_090_0;-;-;1845;WS;0,35;S.GRAEA..;x;11008
1;LTGS.AIRBAG
2;V1;12E_970_012_AB;L0L+4UF;1092 (g);;CU: 591 (g);Al: 0 (g)
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.
3;12001;V.15A..SC_F09_T4_1_1;T4;SP_15A_AIR;1;1-41D;-;-;XA.SC.1;SITR;9A;1-30H;N_906_843_01;-;N_037_099_5;-;-;1194;SW/BL;0,35;V.15A..SC_F09;x;12001
3;12005;V.15..ZAS_E1_A38_1_1;A38;SP_15_05;1;1-40F;-;-;XA.SC.1;SITR;9B;1-30H;N_906_845_01;-;N_037_039_9;-;-;694;SW;1,5;V.15..ZAS_E1;x;12005
3;12006;S.BAG_SBRBF..SYS1S1.1_XA.E25.6_1_1;XA.E25.6;KS_GS_VR;1;1-45C;N_103_361_03;-;XA.G128.6;KS_SBE_VR;2;1-45C;N_103_361_03;-;N_037_008_5;-;-;180;BR/BL;0,5;S.BAG_SBRBF..SYS1S1.1;x;12006
3;12010;M.31-SM..SYS1S1.1_XA.E224.4_3_1;XA.E224.4;S_AIR;3;1-36B;N_105_112_02;-;109;SP_GND_A;1;1-40D;-;-;N_037_008_8;-;-;1400;BR;0,5;M.31-SM..SYS1S1.1;x;12010
3;12011;M.31-SM..SYS1S1.5_TSABVL.1C1_3_1;TSABVL.1C1;KS_SA_VL;3;1-45H;N_105_982_01;-;312;SP_31_SA;1;1-39D;-;-;N_037_008_4;-;-;2413;BR/VI;0,5;M.31-SM..SYS1S1.5;x;12011
3;12012;M.31-SM..SYS1S1.5_TSABVR.1C1_3_1;TSABVR.1C1;KS_SA_VR;3;1-46C;N_105_982_01;-;312;SP_31_SA;1;1-39D;-;-;N_037_008_8;-;-;2605;BR;0,5;M.31-SM..SYS1S1.5;x;12012
3;12086;V.15A..SC_F09_XA.J234.15_1_1;XA.J234.15;AIR_CU_E_1;1;1-41C;N_909_424_02;3B0_972_742_D;T4;SP_15A_AIR;1;1-41D;-;-;N_037_099_5;-;-;239;SW/BL;0,35;V.15A..SC_F09;x;12086
3;12087;V.15A..SC_F09_XA.J234.15_2_1;XA.J234.15;AIR_CU_E_1;2;1-41C;N_909_424_02;3B0_972_742_D;T4;SP_15A_AIR;1;1-41D;-;-;N_037_099_5;-;-;239;SW/BL;0,35;V.15A..SC_F09;x;12087
3;12088;D.LDIAG.._XA.J234.15_3_1;XA.J234.15;AIR_CU_E_1;3;1-41C;N_909_424_02;3B0_972_742_D;TDIAG.1A1;DIAG;15;1-30J;N_907_479_01;-;N_037_093_3;-;-;1468;RT;0,35;D.LDIAG..;x;12088
3;12089;S.BAG_SBF+..SYS1S1_XA.J234.15_4_1;XA.J234.15;AIR_CU_E_1;4;1-41C;N_909_424_01;3B0_972_742_E;TSABVR.1C1;KS_SA_VR;2;1-46C;N_105_982_03;-;N_018_886_37;SL12030;2-bl;3012;BL;0,5;S.BAG_SBF+..SYS1S1;x;12089
3;12090;S.BAG_SBF-..SYS1S1_XA.J234.15_5_1;XA.J234.15;AIR_CU_E_1;5;1-41C;N_909_424_01;3B0_972_742_E;TSABVR.1C1;KS_SA_VR;1;1-46C;N_105_982_03;-;N_018_886_37;SL12030;1-ws;3012;WS;0,5;S.BAG_SBF-..SYS1S1;x;12090
3;12091;S.BAG_SF-..SYS1S1_XA.J234.15_6_1;XA.J234.15;AIR_CU_E_1;6;1-41C;N_909_424_01;3B0_972_742_E;TSABVL.1C1;KS_SA_VL;1;1-45H;N_105_982_03;-;N_018_886_36;SL12031;1-ws;2820;WS;0,5;S.BAG_SF-..SYS1S1;x;12091
3;12092;S.BAG_SF+..SYS1S1_XA.J234.15_7_1;XA.J234.15;AIR_CU_E_1;7;1-41C;N_909_424_01;3B0_972_742_E;TSABVL.1C1;KS_SA_VL;2;1-45H;N_105_982_03;-;N_018_886_36;SL12031;2-gn;2820;GN;0,5;S.BAG_SF+..SYS1S1;x;12092
3;12093;S.ABBF+..SYS1S1_XA.J234.15_8_1;XA.J234.15;AIR_CU_E_1;8;1-41C;N_909_424_01;3B0_972_742_E;XA.N131.4;AM_BF;2;1-37B;-;-;ZSB_KT_1_121;SL12032;1-gr;1546;GR;0,5;S.ABBF+..SYS1S1;x;12093
3;12094;S.ABBF-..SYS1S1_XA.J234.15_9_1;XA.J234.15;AIR_CU_E_1;9;1-41C;N_909_424_01;3B0_972_742_E;XA.N131.4;AM_BF;1;1-37B;-;-;ZSB_KT_1_121;SL12032;2-bl;1546;BL;0,5;S.ABBF-..SYS1S1;x;12094
3;12095;M.31-SM..SYS1S1.5_312_1_1;312;SP_31_SA;1;1-39D;-;-;XA.N131.4;AM_BF;3;1-37B;-;-;ZSB_KT_1_121;-;-;1140;BR;0,5;M.31-SM..SYS1S1.5;x;12095
3;12096;S.ABF-.._XA.J234.15_10_1;XA.J234.15;AIR_CU_E_1;10;1-41C;N_909_424_01;3B0_972_742_E;XC.E595.2;LSS_C;6;1-41E;N_907_649_03;-;N_018_886_52;SL12033;1-ws;1747;WS;0,5;S.ABF-..;x;12096
3;12097;S.ABF+.._XA.J234.15_11_1;XA.J234.15;AIR_CU_E_1;11;1-41C;N_909_424_01;3B0_972_742_E;XC.E595.2;LSS_C;5;1-41E;N_907_649_03;-;N_018_886_52;SL12033;2-ws/sw;1747;WS/SW;0,5;S.ABF+..;x;12097
3;12098;S.BAG_SBF+..SYS1S1.1_XA.N252.1_2_1;XA.N252.1;ABKR;2;1-53F;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;12;1-41C;N_909_424_01;3B0_972_742_E;N_018_886_33;SL12046;1-gn;3718;GN;0,5;S.BAG_SBF+..SYS1S1.1;x;12098
3;12099;S.BAG_SBF-..SYS1S1.1_XA.N252.1_1_1;XA.N252.1;ABKR;1;1-53F;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;13;1-41C;N_909_424_01;3B0_972_742_E;N_018_886_33;SL12046;2-bl;3718;BL;0,5;S.BAG_SBF-..SYS1S1.1;x;12099
3;12100;S.BAG_SF-..SYS1S1.1_XA.N251.1_1_1;XA.N251.1;ABKL;1;1-45E;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;14;1-41C;N_909_424_01;3B0_972_742_E;N_018_886_22;SL12047;2-ws;2663;WS;0,5;S.BAG_SF-..SYS1S1.1;x;12100
3;12101;S.BAG_SF+..SYS1S1.1_XA.N251.1_2_1;XA.N251.1;ABKL;2;1-45E;UNI_CONT_AU_FLR;-;XA.J234.15;AIR_CU_E_1;15;1-41C;N_909_424_01;3B0_972_742_E;N_018_886_22;SL12047;1-ge;2663;GE;0,5;S.BAG_SF+..SYS1S1.1;x;12101
3;12102;S.BAG_GSBF+..SYS1S1_XA.J234.15_16_1;XA.J234.15;AIR_CU_E_1;16;1-41C;N_909_424_01;3B0_972_742_E;XA.N154.4;GST_VR1;2;1-48C;-;-;ZSB_KT_4_121;SL12034;2-sw;3476;SW;0,5;S.BAG_GSBF+..SYS1S1;x;12102
3;12103;S.BAG_GSBF-..SYS1S1_XA.J234.15_17_1;XA.J234.15;AIR_CU_E_1;17;1-41C;N_909_424_01;3B0_972_742_E;XA.N154.4;GST_VR1;1;1-48C;-;-;ZSB_KT_4_121;SL12034;1-gr;3476;GR;0,5;S.BAG_GSBF-..SYS1S1;x;12103
3;12104;S.BAG_GSF-..SYS1S1_XA.J234.15_18_1;XA.J234.15;AIR_CU_E_1;18;1-41C;N_909_424_01;3B0_972_742_E;XA.N153.4;GST_VL1;1;1-47G;-;-;ZSB_KT_5_121;SL12035;2-sw;3264;SW;0,5;S.BAG_GSF-..SYS1S1;x;12104
3;12105;S.BAG_GSF+..SYS1S1_XA.J234.15_19_1;XA.J234.15;AIR_CU_E_1;19;1-41C;N_909_424_01;3B0_972_742_E;XA.N153.4;GST_VL1;2;1-47G;-;-;ZSB_KT_5_121;SL12035;1-ge;3264;GE;0,5;S.BAG_GSF+..SYS1S1;x;12105
3;12106;X.BAG_CS+..SYS1S1_XA.J234.15_24_1;XA.J234.15;AIR_CU_E_1;24;1-41C;N_909_424_02;3B0_972_742_D;XA.G283.6;FS_1;1;1-8H;N_105_974_08;3B0_972_742_B;N_901_916_42;SL12036;1-bl;2723;BL;0,35;X.BAG_CS+..SYS1S1;x;12106
3;12107;M.31-SM..SYS1S1.2_XA.J234.15_25_1;XA.J234.15;AIR_CU_E_1;25;1-41C;N_909_424_02;3B0_972_742_D;XA.G283.6;FS_1;2;1-8H;N_105_974_08;3B0_972_742_B;N_901_916_42;SL12036;2-br;2723;BR;0,35;M.31-SM..SYS1S1.2;x;12107
3;12108;X.NONE..SYS1S1.1_XA.J234.15_29_1;XA.J234.15;AIR_CU_E_1;29;1-41C;N_909_424_02;3B0_972_742_E;XA.E224.4;S_AIR;2;1-36B;N_105_112_02;-;N_018_886_58;SL12037;2-ge/br;1647;GE/BR;0,5;X.NONE..SYS1S1.1;x;12108
