1;LEITUNGSSTRANG;;;;;;;;;;;;;;
3;KABELBINDER_2.5X95;KB_23;-;KB_23;1-41F;N_106_232_01;-;-;-;Stk.;1;;;;
3;KABELBINDER_2.5X95;KB_24;-;KB_24;1-40F;N_106_232_01;-;-;-;Stk.;1;;;;
3;KABELBINDER_2.5X95;KB_25;-;KB_25;1-40F;N_106_232_01;-;-;-;Stk.;1;;;;
3;Kabelfuehrung;KF_101;-;KF_101;1-40F;6C0_971_615;-;-;-;Stk.;1;;;;
3;Kabelfuehrung;KF_403;-;KF_403;1-22G;1S0_971_445_G;-;-;-;Stk.;1;;;;
3;Kabelkanal_ Stirnwand;KF_409;-;KF_409;1-13C;12E_971_341_A;-;-;-;Stk.;1;;;;
3;TUELLE;TU_1;-;TU_1;1-26G;6Q0_955_998;-;-;-;Stk.;1;;;;
3;Kabeltuelle;TU_09;-;TU_09;1-26F;1S0_971_915_A;-;-;-;Stk.;1;;;;
3;Dummy Grommet;TU_10;-;TU_10;1-21H;1S0_971_841;-;-;-;Stk.;1;;;;
3;Dummy Grommet;TU_11;-;TU_11;1-21C;1S0_971_841_A;-;-;-;Stk.;1;;;;
3;Kombihalter;ZSB;-;CL_4;1-17C;N_106_854_01;-;-;-;Stk.;1;;;;
3;ROHR M.KUPPLUNG;ZSB;-;KT_WL_H;1-56F;12E_955_663;-;-;-;Stk.;1;;;;
3;ROHR M.KUPPLUNG;ZSB;-;KT_WL_V;1-11G;1S0_955_667_C;-;-;-;Stk.;1;;;;
3;SICHERUNGSTRAEGER MIT KB UND LTG;ZSB;-;ZSB_SITR_3;1-37E;4F1_941_824;-;-;-;Stk.;1;;;;
1;LTGS.ABS;;;;;;;;;;;;;;
2;V1;12E_970_005_M;L0L+7W0;973 (g);;;;;;;;;;;
0;Bezeichnung;VOBES-ID;Verwendung;Kurzname;xy;Teilenummer;TAB-Nummer;Referenzteil;Farbe;Einh.;V1;;;;
3;PE-Polyetylen Gr=0 D(i)=5.8 D(a)=0;N___106_172_01-2014_04_01-11_24_00_184.1;-;-;1-15E;N___106_172_01;-;-;-;Stk.;1;;;;
3;PE-Polyetylen Gr=0 D(i)=5.8 D(a)=0;N___106_172_01-2014_04_01-11_25_15_254.1;-;-;1-15E;N___106_172_01;-;-;-;Stk.;1;;;;
3;Verdrehschutz Leitungsstrangfest;VS_5;-;VS_5;1-15E;3C0_971_260_A;-;MB_5_1;-;Stk.;1;;;;
3;FLACHKONTAKTGEHAEUSE_38-POLIG;XA.J981.1;Steuergerät für elektronisches Stabilisierungsprogramm (ESP);ESP_CU;1-16C;3C0_973_038_A;TAB_016_203_B;-;braun;Stk.;1;;;;
3;KABELBINDER_4.6X200;KB_2;-;KB_2;1-16C;N_909_377_01;-;ESP_CU;-;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;357_972_840;-;ESP_CU;-;Stk.;X;;;;
4;Blindstopfen;-;-;-;-;357_972_841;-;ESP_CU;-;Stk.;X;;;;
4;Blindstopfen;-;-;-;-;357_972_842;-;ESP_CU;-;Stk.;X;;;;
3;Sicherung Type_F 7.5A;ID_ACC30;-;S_SITR_20;1-30G;N_102_615_02;-;SITR;braun;Stk.;1;;;;
3;Sicherung Type_C 30A;ID_ACC28;-;S_HSB_J1;1-20F;N_017_131_15;-;HSB;hellgruen;Stk.;1;;;;
3;Sicherung Type_C 10A;ID_ACC29;-;S_HSB_J4;1-20F;N_017_131_11;-;HSB;rot;Stk.;1;;;;
3;Kabelfuehrung;KF_407;-;KF_407;1-16D;1S0_971_445_H;-;-;-;Stk.;1;;;;
3;VERBINDUNGSLEITUNG;ZSB;-;KT_HL1;1-53G;1S0_927_904_E;-;-;-;Stk.;1;;;;
3;VERBINDUNGSLEITUNG;ZSB;-;KT_HR1;1-55C;1S0_927_904_E;-;-;-;Stk.;1;;;;
3;VERBINDUNGSLEITUNG;ZSB;-;KT_VL1;1-13E;1S0_927_903_E;-;-;-;Stk.;1;;;;
3;VERBINDUNGSLEITUNG;ZSB;-;KT_VR2;1-27C;1S0_927_903_F;-;-;-;Stk.;1;;;;
1;LTGS.AUSSENSPIEGEL;;;;;;;;;;;;;;
2;V1;12E_970_010_D;L0L+6XD;86 (g);;;;;;;;;;;
2;V2;12E_970_010_F;L0L+6XB;29 (g);;;;;;;;;;;
0;Bezeichnung;VOBES-ID;Verwendung;Kurzname;xy;Teilenummer;TAB-Nummer;Referenzteil;Farbe;Einh.;V1;V2;;;
3;Sicherung Type_F 7.5A;ID_ACC31;-;S_SITR_30;1-30G;N_102_615_02;-;SITR;braun;Stk.;1;-;;;
1;LTGS.GRA;;;;;;;;;;;;;;
2;V1;12E_970_011_B;L0L+8T2;64 (g);;;;;;;;;;;
0;Bezeichnung;VOBES-ID;Verwendung;Kurzname;xy;Teilenummer;TAB-Nummer;Referenzteil;Farbe;Einh.;V1;;;;
